"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Patrick Mazeika","NYM","37","87","1","6","6","0","4.6%","20.7%",".076",".230",".190",".253",".266",".228",".231","46","0.1","-5.9","1.7","-0.1","18142"
"Chad Kuhl","PIT","28","24","0","1","0","0","4.2%","45.8%",".000",".100",".048",".091",".048",".071",".126","-63","0.0","-5.0","2.9","-0.1","14975"
"Alex Blandino","CIN","43","82","0","9","5","1","9.8%","34.1%",".057",".333",".200",".317",".257",".270",".256","60","0.4","-3.7","-0.3","-0.1","16271"
"Josiah Gray","- - -","14","24","0","0","0","0","4.2%","50.0%",".000",".100",".045",".087",".045",".068",".164","-64","0.0","-5.0","2.9","-0.1","24580"
"Wil Crowe","PIT","29","41","0","2","0","0","2.4%","34.1%",".029",".095",".057",".108",".086",".096",".162","-47","0.0","-7.7","5.0","-0.1","19800"
"Brett Anderson","MIL","24","34","0","2","1","0","11.8%","41.2%",".000",".000",".000",".125",".000",".086",".150","-53","0.0","-6.6","4.1","-0.1","8223"
"Wade LeBlanc","- - -","18","13","0","0","0","0","0.0%","23.1%",".000",".000",".000",".000",".000",".000",".099","-100","0.0","-3.4","1.6","-0.1","5221"
"Kevin Newman","PIT","148","554","5","50","39","6","4.9%","7.4%",".083",".236",".226",".265",".309",".249",".275","53","5.1","-28.1","8.1","-0.1","17696"
"Anderson Tejeda","TEX","5","17","0","1","0","1","5.9%","58.8%",".000",".167",".063",".118",".063",".092",".114","-51","0.2","-3.0","1.0","-0.1","19909"
"Phil Gosselin","LAA","104","373","7","40","47","4","6.4%","21.7%",".101",".322",".261",".314",".362",".297",".288","85","1.2","-5.4","-8.7","-0.1","10953"
"Eugenio Suarez","CIN","145","574","31","71","79","0","9.8%","29.8%",".230",".224",".198",".286",".428",".306",".326","84","-4.1","-16.1","-4.6","-0.1","12552"
"Freddy Peralta","MIL","29","45","0","1","0","0","2.2%","48.9%",".000",".190",".093",".114",".093",".096",".137","-47","0.0","-8.4","5.4","-0.1","18679"
"Bryse Wilson","- - -","16","25","0","1","1","0","0.0%","36.0%",".000",".083",".048",".091",".048",".073",".152","-64","0.0","-5.4","3.0","-0.2","19990"
"Magneuris Sierra","MIA","123","225","0","27","5","11","6.7%","22.2%",".038",".302",".230",".281",".268",".239",".240","49","4.0","-10.5","1.5","-0.2","17023"
"Jorge Bonifacio","PHI","7","12","0","0","2","0","8.3%","50.0%",".000",".200",".091",".167",".091",".131",".136","-25","0.0","-1.9","0.0","-0.2","12174"
"Cavan Biggio","TOR","79","294","7","27","27","3","12.6%","26.5%",".132",".290",".224",".322",".356",".298",".285","84","-1.3","-7.1","-4.4","-0.2","19252"
"Danny Mendick","CHW","71","186","2","14","20","0","9.7%","22.6%",".067",".281",".220",".303",".287",".268",".260","67","0.9","-6.6","-1.3","-0.2","18889"
"Max Kranick","PIT","9","14","0","0","0","0","0.0%","35.7%",".000",".000",".000",".000",".000",".000",".036","-100","0.0","-3.7","1.7","-0.2","22175"
"Mike Ford","NYY","22","72","3","6","5","0","15.3%","31.9%",".150",".147",".133",".278",".283",".254",".315","59","0.2","-3.4","-0.7","-0.2","15585"
"Chase Anderson","PHI","14","14","0","0","0","0","0.0%","42.9%",".000",".000",".000",".000",".000",".000",".128","-100","0.0","-3.7","1.7","-0.2","6895"
"Anthony Bemboom","LAA","8","28","0","2","2","0","3.6%","35.7%",".000",".353",".222",".250",".222",".213",".197","29","-0.1","-2.6","0.0","-0.2","13854"
"Nick Williams","CHW","4","13","0","2","0","0","7.7%","30.8%",".000",".000",".000",".231",".000",".164",".270","-3","-0.2","-1.9","-0.2","-0.2","14330"
"Pablo Lopez","MIA","21","35","0","2","0","0","0.0%","48.6%",".061",".125",".061",".061",".121",".075",".132","-57","0.0","-7.0","4.2","-0.2","17085"
"Jacob Robson","DET","4","7","0","1","0","0","0.0%","57.1%",".000",".000",".000",".000",".000",".000",".134","-100","-0.1","-1.9","0.1","-0.2","19528"
"Mitch Moreland","OAK","81","252","10","28","30","0","7.1%","23.0%",".188",".256",".227",".286",".415",".300",".297","94","-1.9","-3.7","-6.6","-0.2","3086"
"Chris Gittens","NYY","16","44","1","1","5","0","15.9%","29.5%",".083",".130",".111",".250",".194",".216",".301","33","0.2","-3.5","0.3","-0.2","18482"
"Albert Pujols","- - -","109","296","17","29","50","2","4.7%","15.2%",".196",".223",".236",".284",".433",".302",".322","89","-2.4","-6.4","-5.3","-0.2","1177"
"Chadwick Tromp","SFG","9","18","1","1","2","0","0.0%","22.2%",".167",".231",".222",".222",".389",".258",".204","61","-0.8","-1.7","-0.6","-0.2","16953"
"Tony Wolters","CHC","14","30","0","3","0","0","16.7%","40.0%",".000",".250",".125",".276",".125",".210",".215","28","0.2","-2.6","-0.2","-0.2","11470"
"Scott Heineman","CIN","19","34","2","5","3","0","8.8%","44.1%",".200",".077",".100",".206",".300",".226",".205","32","0.1","-2.9","0.0","-0.2","14453"
"Jeff Mathis","ATL","3","9","0","0","0","0","0.0%","55.6%",".000",".000",".000",".000",".000",".000",".063","-100","0.0","-2.4","0.3","-0.2","3448"
"Ronald Guzman","TEX","7","17","1","1","1","0","5.9%","35.3%",".188",".000",".063",".118",".250",".159",".220","-6","0.0","-2.2","-0.2","-0.2","14388"
"Brian Goodwin","CHW","72","271","8","33","29","1","12.2%","21.4%",".153",".259",".221",".319",".374",".306",".326","93","0.2","-2.3","-8.7","-0.2","12858"
"Nick Martini","CHC","25","45","0","4","4","0","13.3%","22.2%",".027",".345",".270",".356",".297",".287",".326","78","-0.4","-1.6","-1.7","-0.2","12005"
"Leody Taveras","TEX","49","185","3","14","9","10","4.9%","32.4%",".109",".225",".161",".207",".270",".209",".252","28","2.4","-14.0","5.8","-0.2","18900"
"Miguel Andujar","NYY","45","162","6","19","12","0","4.3%","17.3%",".130",".273",".253",".284",".383",".288",".310","82","-1.6","-5.3","-2.1","-0.2","15878"
"Zach Reks","LAD","6","10","0","2","0","0","0.0%","70.0%",".000",".000",".000",".000",".000",".000",".074","-100","0.0","-2.6","0.4","-0.2","19667"
"Aramis Garcia","OAK","32","94","3","8","7","0","1.1%","29.8%",".114",".263",".205",".239",".318",".244",".229","56","-1.7","-6.7","1.6","-0.2","16925"
"John Gant","- - -","39","18","0","0","0","0","0.0%","44.4%",".000",".000",".000",".000",".000",".000",".124","-100","0.0","-4.7","2.2","-0.2","13684"
"Riley Smith","ARI","24","17","0","0","0","0","0.0%","64.7%",".000",".000",".000",".000",".000",".000",".061","-100","0.0","-4.6","2.1","-0.2","19826"
"Austin Gomber","COL","24","42","0","0","1","0","2.4%","31.0%",".000",".158",".094",".121",".094",".101",".109","-57","0.0","-8.4","5.1","-0.2","16561"
"Carlos Carrasco","NYM","12","19","0","0","0","0","0.0%","52.6%",".000",".000",".000",".000",".000",".000",".065","-100","0.0","-4.9","2.3","-0.2","6632"
"Andrew Romine","CHC","26","64","1","7","5","0","6.3%","37.5%",".083",".286",".183",".234",".267",".223",".217","37","-0.6","-5.7","1.6","-0.2","1159"
"Trent Giambrone","CHC","5","13","0","0","0","0","0.0%","30.8%",".000",".222",".154",".154",".154",".135",".119","-20","0.0","-2.0","-0.5","-0.2","19250"
"Yoshi Tsutsugo","- - -","81","262","8","27","32","0","11.1%","27.5%",".165",".278",".217",".307",".383",".302",".281","89","-0.6","-4.0","-6.9","-0.2","27459"
"Danny Santana","BOS","38","127","5","15","14","4","7.9%","23.6%",".164",".198",".181",".252",".345",".261",".275","57","0.2","-6.5","0.1","-0.2","10322"
"Alec Bohm","PHI","115","417","7","46","47","4","7.4%","26.6%",".095",".327",".247",".305",".342",".285",".313","75","-2.5","-15.6","-0.5","-0.2","21618"
"Trevor Rogers","MIA","26","46","0","0","0","0","2.2%","58.7%",".000",".188",".070",".091",".070",".076",".079","-57","0.0","-9.2","5.6","-0.2","22286"
"Ian Anderson","ATL","24","41","0","0","0","0","2.4%","70.7%",".027",".250",".054",".079",".081",".074",".058","-63","0.0","-8.5","5.0","-0.2","19951"
"Tim Lopes","MIL","7","11","0","1","0","0","9.1%","36.4%",".000",".167",".100",".182",".100",".143",".209","-16","-0.4","-2.1","-0.5","-0.2","14137"
"Anthony DeSclafani","SFG","34","62","0","2","1","0","6.5%","53.2%",".020",".111",".039",".109",".059",".089",".121","-49","0.0","-11.8","7.5","-0.2","13050"
"Eddy Alvarez","MIA","24","74","1","8","6","1","5.4%","24.3%",".141",".244",".188",".297",".328",".277",".327","74","0.1","-2.3","-2.4","-0.2","16959"
"Matt Moore","PHI","24","20","0","0","0","0","0.0%","65.0%",".000",".000",".000",".000",".000",".000",".040","-100","0.0","-5.3","2.4","-0.2","1890"
"Kevin Smith","TOR","18","36","1","2","1","0","8.3%","30.6%",".094",".100",".094",".194",".188",".182",".247","6","0.4","-3.8","0.3","-0.2","20242"
"Andrew Stevenson","WSN","109","213","5","22","23","1","6.1%","28.6%",".109",".307",".229",".294",".339",".276",".299","69","0.7","-7.6","-1.8","-0.2","17932"
"Trevor Bauer","LAD","17","34","0","0","1","0","2.9%","32.4%",".000",".053",".033",".065",".033",".051",".147","-74","0.0","-7.5","4.1","-0.2","12703"
"Bryan Holaday","ARI","13","34","0","2","1","0","2.9%","44.1%",".065",".375",".194",".265",".258",".239",".194","45","0.0","-2.4","-1.0","-0.2","11287"
"Chris Paddack","SDP","24","42","0","0","0","0","2.4%","61.9%",".000",".111",".029",".081",".029",".062",".097","-65","0.0","-8.8","5.1","-0.2","20099"
"Alejo Lopez","CIN","14","23","0","3","0","0","0.0%","21.7%",".000",".333",".261",".261",".261",".229",".245","34","-0.1","-2.1","-1.1","-0.2","21127"
"Nick Senzel","CIN","36","124","1","18","8","2","9.7%","12.9%",".063",".284",".252",".323",".315",".286",".357","71","-0.2","-4.9","-1.7","-0.2","19293"
"Victor Robles","WSN","107","369","2","37","19","8","8.9%","23.0%",".092",".271",".203",".310",".295",".274",".288","68","-3.4","-18.5","3.7","-0.2","18363"
"Andrew Velazquez","NYY","28","68","1","11","6","4","1.5%","33.8%",".134",".326",".224",".235",".358",".252",".256","58","0.7","-2.8","-1.9","-0.2","14196"
"Roberto Perez","CLE","44","161","7","13","17","1","10.6%","34.8%",".170",".179",".149",".245",".319",".251",".299","56","0.2","-8.5","0.6","-0.2","2900"
"Alex Wood","SFG","26","47","0","0","0","0","10.6%","55.3%",".000",".000",".000",".116",".000",".080",".108","-55","-0.4","-9.7","5.7","-0.2","13781"
"Henry Ramos","ARI","18","55","1","5","8","0","7.3%","21.8%",".100",".237",".200",".255",".300",".244",".256","48","0.2","-3.5","-0.8","-0.2","11481"
"Nomar Mazara","DET","50","181","3","12","19","0","8.3%","24.9%",".109",".271",".212",".276",".321",".264",".271","66","0.1","-7.5","-1.1","-0.2","14553"
"Sebastian Rivero","KCR","17","44","0","1","3","0","6.8%","34.1%",".050",".280",".175",".250",".225",".220",".238","32","-0.2","-3.9","-0.1","-0.3","21735"
"Scott Kingery","PHI","15","19","0","1","0","0","0.0%","63.2%",".000",".143",".053",".053",".053",".046",".056","-80","0.0","-4.4","1.2","-0.3","17975"
"Yairo Munoz","BOS","5","11","0","0","0","0","0.0%","18.2%",".000",".111",".091",".091",".091",".080",".148","-65","0.1","-2.1","-0.8","-0.3","16313"
"Kelvin Gutierrez","- - -","85","295","3","23","20","0","6.4%","25.8%",".085",".311",".232",".292",".316",".270",".263","67","-2.2","-14.3","1.6","-0.3","17468"
"Josh Reddick","ARI","54","158","2","15","21","0","3.8%","19.6%",".113",".311",".258",".285",".371",".283",".285","73","-0.6","-5.9","-2.0","-0.3","3892"
"Renato Nunez","DET","14","55","4","7","7","0","1.8%","29.1%",".283",".182",".189",".218",".472",".287",".211","82","-0.5","-1.7","-2.7","-0.3","14503"
"Jon Gray","COL","31","50","0","2","3","0","0.0%","64.0%",".000",".333",".106",".106",".106",".094",".095","-62","0.0","-10.3","6.0","-0.3","14916"
"Drew Smyly","ATL","32","43","0","0","0","0","0.0%","44.2%",".000",".136",".073",".073",".073",".064",".087","-69","0.0","-9.3","5.2","-0.3","11760"
"Steven Souza Jr.","LAD","17","36","1","2","3","0","5.6%","38.9%",".182",".222",".152",".222",".333",".241",".194","50","-0.5","-2.8","-1.0","-0.3","5667"
"Brent Rooker","MIN","58","213","9","25","16","0","7.0%","32.9%",".196",".264",".201",".291",".397",".301",".341","91","1.0","-1.4","-8.5","-0.3","19627"
"Mark Payton","CIN","24","24","0","2","0","0","8.3%","29.2%",".000",".267",".182",".250",".182",".204",".272","17","-0.6","-3.1","-0.4","-0.3","16042"
"Jake Hager","- - -","14","30","0","2","2","0","13.3%","46.7%",".000",".250",".115",".233",".115",".180",".232","9","0.1","-3.4","-0.3","-0.3","12198"
"Sandy Alcantara","MIA","33","64","0","0","0","0","4.7%","70.3%",".017",".154",".034",".097",".052",".079",".087","-55","0.0","-12.6","7.7","-0.3","18684"
"Jared Oliva","PIT","20","43","0","4","2","2","7.0%","23.3%",".050",".233",".175",".233",".225",".197",".214","19","0.8","-3.7","-0.5","-0.3","19968"
"Jorge Soler","- - -","149","602","27","74","70","0","11.1%","23.6%",".209",".250",".223",".316",".432",".323",".359","100","-6.8","-6.4","-16.7","-0.3","14221"
"Jose Godoy","SEA","16","40","0","2","3","0","7.5%","35.0%",".027",".261",".162",".225",".189",".193",".186","21","-0.4","-4.3","0.1","-0.3","15808"
"Zach Eflin","PHI","18","37","0","1","1","0","2.7%","40.5%",".000",".000",".000",".065",".000",".046",".102","-80","0.0","-8.5","4.5","-0.3","13774"
"Alec Mills","CHC","33","36","0","1","0","0","0.0%","72.2%",".031",".167",".031",".031",".063",".039",".035","-83","0.0","-8.4","4.4","-0.3","13834"
"Jose Rojas","LAA","61","184","6","26","15","2","8.2%","27.2%",".190",".259",".208",".277",".399",".292",".293","82","-1.0","-5.1","-4.0","-0.3","19331"
"Tyler Mahle","CIN","33","66","0","1","1","0","6.1%","28.8%",".000",".083",".055",".119",".055",".092",".198","-56","0.0","-13.1","8.0","-0.3","16358"
"Colin Moran","PIT","99","359","10","29","50","1","10.0%","24.2%",".132",".321",".258",".334",".390",".318",".315","97","-5.3","-6.5","-8.5","-0.3","16909"
"Mike Freeman","CIN","37","65","0","6","3","1","7.7%","30.8%",".000",".282",".186",".262",".186",".206",".232","18","0.5","-6.2","1.1","-0.3","11241"
"Marcell Ozuna","ATL","48","208","7","21","26","0","9.1%","22.1%",".144",".244",".213",".288",".356",".284",".347","74","-1.3","-8.2","-1.7","-0.3","10324"
"Adam Haseley","PHI","9","21","0","2","0","0","0.0%","19.0%",".048",".235",".190",".190",".238",".185",".193","10","0.3","-2.1","-1.6","-0.3","19878"
"Max Moroff","STL","6","16","0","0","1","0","0.0%","62.5%",".000",".167",".063",".063",".063",".055",".135","-69","0.2","-3.3","-0.3","-0.3","14556"
"Mickey Moniak","PHI","21","37","1","3","3","0","8.1%","43.2%",".091",".125",".091",".167",".182",".147",".187","-14","0.9","-4.5","0.3","-0.3","19956"
"Matt Carpenter","STL","130","249","3","18","21","2","14.1%","30.9%",".106",".250",".169",".305",".275",".269",".341","69","0.4","-9.3","-2.1","-0.3","8090"
"Jose Lobaton","CHC","6","13","0","1","0","0","15.4%","38.5%",".000",".000",".000",".154",".000",".106",".207","-39","0.0","-2.3","-1.2","-0.3","4243"
"Nick Heath","ARI","20","39","0","3","1","0","10.3%","38.5%",".029",".250",".143",".231",".171",".180",".209","7","-0.8","-5.4","1.0","-0.3","19577"
"Chad Wallach","MIA","23","66","0","2","6","0","4.5%","48.5%",".067",".400",".200",".242",".267",".224",".167","39","-1.0","-6.2","0.8","-0.3","17161"
"Rowdy Tellez","- - -","106","325","11","34","36","0","7.1%","20.0%",".172",".275",".242",".305",".414",".306",".340","89","-0.3","-4.5","-9.6","-0.3","15679"
"Hernan Perez","WSN","10","21","0","1","0","0","9.5%","47.6%",".000",".111",".053",".143",".053",".108",".178","-40","0.1","-3.7","-0.2","-0.3","5751"
"Andrew Vaughn","CHW","127","469","15","56","48","1","8.7%","21.5%",".161",".271",".235",".309",".396",".306",".332","93","-3.6","-7.6","-11.6","-0.3","26197"
"Luke Raley","LAD","33","72","2","5","4","0","2.8%","34.7%",".106",".256",".182",".250",".288",".236",".302","46","0.1","-4.9","-0.8","-0.3","19354"
"P.J. Higgins","CHC","9","25","0","1","0","0","8.0%","32.0%",".000",".067",".043",".120",".043",".090",".164","-49","-0.2","-5.0","0.8","-0.3","18433"
"Juan Lagares","LAA","112","327","6","39","38","1","3.7%","23.2%",".136",".294",".236",".266",".372",".274",".282","70","-0.9","-13.0","-1.5","-0.3","5384"
"Khris Davis","- - -","42","114","3","11","10","0","8.8%","27.2%",".157",".257",".206",".272",".363",".274",".311","74","-0.5","-4.1","-3.2","-0.3","9112"
"Wyatt Mathisen","ARI","23","51","1","3","8","0","9.8%","41.2%",".071",".190",".119",".255",".190",".219",".270","32","0.6","-3.9","-1.3","-0.3","14555"
"Daniel Robertson","MIL","50","90","2","10","4","0","13.3%","31.1%",".110",".227",".164",".303",".274",".265",".281","63","0.0","-4.2","-2.3","-0.3","14145"
"Johan Camargo","ATL","15","18","0","1","0","0","11.1%","33.3%",".000",".000",".000",".111",".000",".077",".165","-61","0.0","-3.7","-0.4","-0.3","14950"
"Zach McKinstry","LAD","60","172","7","19","29","1","5.8%","29.1%",".190",".262",".215",".263",".405",".282",".272","77","-0.5","-5.7","-3.6","-0.3","19392"
"Wilson Ramos","- - -","44","163","8","15","20","0","5.5%","22.1%",".192",".213",".205",".248",".397",".275",".308","73","-1.3","-6.6","-2.5","-0.4","1433"
"Jose Marmolejos","SEA","41","122","4","11","12","0","12.3%","32.0%",".151",".203",".160",".262",".311",".256",".279","64","0.5","-4.8","-2.9","-0.4","15767"
"Kyle Freeland","COL","25","40","0","3","4","0","5.0%","42.5%",".030",".353",".182",".222",".212",".195",".153","4","0.0","-4.9","0.0","-0.4","16256"
"Alan Trejo","COL","28","50","1","7","3","0","6.0%","30.0%",".109",".290",".217",".260",".326",".245",".278","37","-0.6","-4.7","-0.6","-0.4","20056"
"Austin Romine","CHC","28","62","1","5","5","0","3.2%","35.5%",".083",".324",".217",".242",".300",".237",".187","45","-1.3","-5.6","-0.1","-0.4","5491"
"Todd Frazier","PIT","13","40","0","3","4","0","7.5%","15.0%",".029",".103",".086",".200",".114",".163",".262","-3","0.4","-4.9","-0.1","-0.4","785"
"Donovan Walton","SEA","24","69","2","6","7","1","5.8%","21.7%",".159",".239",".206",".254",".365",".267",".269","71","0.3","-2.2","-3.8","-0.4","19314"
"Orlando Arcia","- - -","36","89","2","9","14","1","7.9%","21.3%",".111",".230",".198",".258",".309",".245",".250","49","-0.3","-6.1","-0.6","-0.4","13185"
"Greg Deichmann","CHC","14","31","0","0","1","0","3.2%","45.2%",".000",".250",".133",".161",".133",".136",".174","-20","0.2","-4.6","-0.2","-0.4","19872"
"Jay Bruce","NYY","10","39","1","3","3","0","12.8%","33.3%",".118",".150",".118",".231",".235",".217",".231","34","-0.8","-4.0","-1.1","-0.4","9892"
"Colton Welker","COL","19","40","0","7","2","0","7.5%","27.5%",".027",".269",".189",".250",".216",".215",".297","17","-0.6","-4.9","-0.3","-0.4","19961"
"Sam Haggerty","SEA","35","94","2","15","5","5","6.4%","29.8%",".105",".250",".186",".247",".291",".240",".285","53","0.0","-5.4","-1.7","-0.4","18054"
"Gerardo Parra","WSN","53","107","2","13","10","1","5.6%","28.0%",".113",".318",".237",".292",".351",".282",".253","73","-1.4","-5.1","-2.4","-0.4","8553"
"Scott Schebler","LAA","14","34","0","3","0","0","0.0%","50.0%",".088",".294",".147",".147",".235",".161",".158","-6","0.7","-3.7","-1.4","-0.4","12225"
"Jake Cave","MIN","76","178","3","14","13","1","5.6%","34.8%",".104",".283",".189",".249",".293",".241",".273","50","1.3","-9.6","-0.5","-0.4","14477"
"Jarren Duran","BOS","33","112","2","17","10","2","3.6%","35.7%",".121",".318",".215",".241",".336",".247",".245","48","0.6","-6.5","-1.3","-0.4","24617"
"Cole Tucker","PIT","43","131","2","15","12","2","9.9%","25.2%",".120",".289",".222",".298",".342",".282",".274","74","-0.7","-5.1","-3.3","-0.4","17326"
"Travis Shaw","- - -","84","250","9","20","39","0","9.6%","27.2%",".173",".243",".200",".286",".373",".289",".301","79","-0.6","-7.5","-5.0","-0.4","11982"
